car,step,t_s,lap,lap_dist_m,sector,x_m,y_m,lateral_m,speed_mps,accel_long_mps2,accel_lat_mps2,throttle_cmd,steer_cmd,steer_deg,gap_m
Car A,105,7.0,1,32.069,1,25.906,8.654,0.094,5.9394,0.2245,0.4386,1.0,-0.2461,-8.098,7.376
Car B,105,7.0,1,24.693,1,24.325,1.639,-0.143,5.1516,0.0922,4.543,1.0,1.0,24.999,-7.376
Car A,106,7.0667,1,32.465,1,25.91,9.05,0.09,5.938,-0.021,-0.7735,1.0,-0.0944,-6.154,7.45
Car B,106,7.0667,1,25.015,1,24.579,1.874,-0.18,5.1583,0.101,4.6083,1.0,1.0,24.999,-7.45
Car A,107,7.1333,1,32.862,1,25.922,9.447,0.078,5.9821,0.6611,-0.8749,1.0,0.0507,-2.366,7.5
Car B,107,7.1333,1,25.362,1,24.82,2.125,-0.2,5.1654,0.1072,4.6617,1.0,1.0,24.999,-7.5
Car A,108,7.2,1,33.26,1,25.933,9.845,0.067,5.9828,0.0111,0.1341,1.0,-0.0287,1.261,7.582
Car B,108,7.2,1,25.678,1,25.045,2.39,-0.206,5.1729,0.1122,4.7033,1.0,1.0,24.999,-7.582
Car A,109,7.2667,1,33.659,1,25.941,10.244,0.059,5.9887,0.0874,-0.2885,1.0,-0.0601,-0.71,7.634
Car B,109,7.2667,1,26.025,1,25.254,2.669,-0.238,5.1807,0.1166,4.7395,1.0,1.0,24.999,-7.634
Car A,110,7.3333,1,34.058,1,25.954,10.642,0.046,5.9554,-0.4998,-0.6292,1.0,0.0695,-1.484,7.684
Car B,110,7.3333,1,26.374,1,25.445,2.961,-0.249,5.1886,0.1182,4.7672,1.0,1.0,24.999,-7.684
Car A,111,7.4,1,34.455,1,25.966,11.039,0.034,5.9594,0.0605,0.3775,1.0,0.3267,1.732,7.77
Car B,111,7.4,1,26.684,1,25.619,3.265,-0.256,5.1966,0.1203,4.7902,1.0,1.0,24.999,-7.77
Car A,112,7.4667,1,34.852,1,25.965,11.437,0.035,5.9531,-0.0947,1.3206,1.0,0.0296,8.158,7.818
Car B,112,7.4667,1,27.034,1,25.774,3.579,-0.279,5.2047,0.1211,4.8092,1.0,1.0,24.999,-7.818
Car A,113,7.5333,1,35.249,1,25.96,11.834,0.04,5.9624,0.1397,0.3334,1.0,1.0,0.751,7.864
Car B,113,7.5333,1,27.384,1,25.909,3.902,-0.28,5.2128,0.1213,4.825,1.0,1.0,24.999,-7.864
Car A,114,7.6,1,35.646,1,25.953,12.231,0.047,5.9588,-0.0531,0.9338,1.0,1.0,24.963,7.954
Car B,114,7.6,1,27.692,1,26.024,4.234,-0.289,5.2208,0.1205,4.8368,1.0,1.0,24.999,-7.954
Car A,115,7.6667,1,36.042,1,25.933,12.627,0.067,5.9413,-0.2628,2.0069,1.0,0.6301,25.0,7.999
Car B,115,7.6667,1,28.043,1,26.12,4.573,-0.302,5.2288,0.12,4.8474,1.0,1.0,24.999,-7.999
Car A,116,7.7333,1,36.437,1,25.897,13.022,0.103,5.9325,-0.1329,2.5911,1.0,1.0,15.765,8.041
Car B,116,7.7333,1,28.395,1,26.194,4.917,-0.294,5.2367,0.1185,4.8547,1.0,1.0,24.999,-8.041
Car A,117,7.8,1,36.829,1,25.844,13.414,0.156,5.9199,-0.1885,3.1194,1.0,1.0,24.985,8.127
Car B,117,7.8,1,28.702,1,26.247,5.266,-0.304,5.2445,0.1174,4.8611,1.0,1.0,24.999,-8.127
Car A,118,7.8667,1,37.218,1,25.773,13.803,0.227,5.9087,-0.1678,3.498,1.0,1.0,25.0,8.162
Car B,118,7.8667,1,29.056,1,26.278,5.618,-0.307,5.2522,0.1157,4.8673,1.0,1.0,24.999,-8.162
Car A,119,7.9333,1,37.627,1,25.684,14.188,0.3,5.8988,-0.1486,3.7969,1.0,1.0,25.0,8.218
Car B,119,7.9333,1,29.409,1,26.288,5.971,-0.289,5.2598,0.1139,4.8702,1.0,1.0,24.999,-8.218
Car A,120,8.0,1,38.014,1,25.577,14.567,0.377,5.8902,-0.1291,4.026,1.0,1.0,25.0,8.273
Car B,120,8.0,1,29.74,1,26.276,6.325,-0.276,5.2673,0.1121,4.8732,1.0,1.0,24.999,-8.273
Car A,121,8.0667,1,38.469,1,25.45,14.94,0.462,5.8827,-0.1128,4.2053,1.0,1.0,25.0,8.376
Car B,121,8.0667,1,30.093,1,26.243,6.678,-0.243,5.2746,0.1102,4.8753,1.0,0.3629,24.999,-8.376
Car A,122,8.1333,1,38.859,1,25.305,15.306,0.518,5.8761,-0.0981,4.3414,1.0,1.0,24.999,8.413
Car B,122,8.1333,1,30.447,1,26.196,7.032,-0.196,5.3443,1.0443,3.272,1.0,-0.0992,9.096,-8.413
Car A,123,8.2,1,39.245,1,25.141,15.664,0.594,5.8704,-0.0866,4.4505,1.0,1.0,24.999,8.442
Car B,123,8.2,1,30.803,1,26.153,7.388,-0.153,5.3895,0.679,1.5966,1.0,-0.1888,-2.463,-8.442
Car A,124,8.2667,1,39.73,1,24.958,16.012,0.63,5.8652,-0.0775,4.5367,1.0,1.0,24.999,8.568
Car B,124,8.2667,1,31.162,1,26.12,7.747,-0.12,5.4104,0.3136,0.1948,1.0,-0.2544,-4.717,-8.568
Car A,125,8.3333,1,40.119,1,24.758,16.35,0.687,5.8606,-0.0686,4.6028,1.0,1.0,24.999,8.597
Car B,125,8.3333,1,31.523,1,26.099,8.108,-0.099,5.422,0.1736,-0.8099,1.0,-0.2342,-6.358,-8.597
Car A,126,8.4,1,40.621,1,24.539,16.676,0.713,5.8565,-0.0622,4.6548,1.0,1.0,24.999,8.736
Car B,126,8.4,1,31.885,1,26.091,8.47,-0.091,5.448,0.3904,-1.5553,1.0,-0.1388,-5.854,-8.736
Car A,127,8.4667,1,41.011,1,24.303,16.99,0.75,5.8527,-0.0574,4.6984,1.0,1.0,24.999,8.76
Car B,127,8.4667,1,32.252,1,26.089,8.837,-0.089,5.5448,1.4518,-1.1355,1.0,-0.0933,-3.473,-8.76
Car A,128,8.5333,1,41.523,1,24.051,17.291,0.764,5.8492,-0.052,4.7318,1.0,1.0,24.999,8.897
Car B,128,8.5333,1,32.626,1,26.087,9.211,-0.087,5.6676,1.8414,-0.8066,1.0,-0.0532,-2.335,-8.897
Car A,129,8.6,1,41.915,1,23.783,17.577,0.782,5.8459,-0.049,4.7583,1.0,1.0,24.999,8.906
Car B,129,8.6,1,33.009,1,26.085,9.594,-0.085,5.7927,1.8769,-0.4855,1.0,-0.0435,-1.331,-8.906
Car A,130,8.6667,1,42.431,1,23.5,17.848,0.783,5.8429,-0.0448,4.7781,1.0,1.0,24.999,9.03
Car B,130,8.6667,1,33.401,1,26.084,9.986,-0.084,5.9283,2.0338,-0.4195,1.0,-0.0091,-1.088,-9.03
Car A,131,8.7333,1,42.823,1,23.202,18.102,0.782,5.8401,-0.0431,4.7947,1.0,1.0,24.999,9.025
Car B,131,8.7333,1,33.797,1,26.081,10.382,-0.081,5.9785,0.7536,-0.1288,1.0,-0.0283,-0.228,-9.025
Car A,132,8.8,1,43.338,1,22.891,18.34,0.77,5.8374,-0.0408,4.8088,1.0,1.0,24.999,9.142
Car B,132,8.8,1,34.196,1,26.079,10.781,-0.079,5.9815,0.0444,-0.1629,1.0,-0.0123,-0.682,-9.142
Car A,133,8.8667,1,43.729,1,22.567,18.561,0.752,5.8347,-0.0399,4.8198,1.0,1.0,24.999,9.133
Car B,133,8.8667,1,34.596,1,26.077,11.181,-0.077,5.9987,0.2578,-0.1161,0.8411,0.0101,-0.304,-9.133
Car A,134,8.9333,1,44.237,1,22.232,18.763,0.727,5.8323,-0.0367,4.8259,1.0,1.0,24.999,9.249
Car B,134,8.9333,1,34.988,1,26.074,11.573,-0.074,5.8171,-2.7243,0.0624,0.8768,-0.0204,0.251,-9.249
Car A,135,9.0,1,44.626,2,21.887,18.946,0.69,5.8298,-0.0365,4.8341,1.0,1.0,24.999,9.257
Car B,135,9.0,1,35.369,1,26.072,11.954,-0.072,5.6495,-2.5138,-0.1649,0.8125,0.0972,-0.509,-9.257
Car A,136,9.0667,1,45.121,2,21.531,19.109,0.656,5.8275,-0.0351,4.84,1.0,1.0,24.999,9.38
Car B,136,9.0667,1,35.741,1,26.068,12.326,-0.068,5.5492,-1.5046,0.5723,0.839,-0.0322,2.426,-9.38
Car A,137,9.1333,1,45.508,2,21.168,19.253,0.601,5.8252,-0.0341,4.8414,1.0,1.0,24.999,9.401
Car B,137,9.1333,1,36.108,1,26.061,12.693,-0.061,5.4673,-1.2284,-0.1503,0.843,-0.0017,-0.8,-9.401
Car A,138,9.2,1,45.986,2,20.797,19.376,0.56,5.823,-0.0332,4.8454,1.0,1.0,24.999,9.521
Car B,138,9.2,1,36.465,1,26.058,13.05,-0.058,5.2978,-2.542,-0.0175,1.0,1.0,-0.045,-9.521
Car A,139,9.2667,1,46.37,2,20.42,19.478,0.487,5.8208,-0.0325,4.8487,1.0,1.0,24.999,9.552
Car B,139,9.2667,1,36.818,1,26.048,13.403,-0.048,5.3003,0.0376,0.6552,1.0,1.0,24.962,-9.552
Car A,140,9.3333,1,46.757,2,20.038,19.559,0.436,5.8187,-0.0312,4.8505,1.0,1.0,24.999,9.586
Car B,140,9.3333,1,37.171,1,26.027,13.756,-0.027,5.2952,-0.0759,1.6619,1.0,1.0,25.0,-9.586
Car A,141,9.4,1,47.177,2,19.653,19.619,0.381,5.8166,-0.0322,4.853,1.0,0.2689,24.999,9.654
Car B,141,9.4,1,37.523,1,25.989,14.107,0.003,5.2908,-0.0666,2.3042,1.0,1.0,25.0,-9.654
Car A,142,9.4667,1,47.566,2,19.265,19.666,0.334,5.8641,0.7128,3.092,1.0,0.4269,6.752,9.69
Car B,142,9.4667,1,37.876,1,25.935,14.457,0.029,5.2861,-0.0704,2.8091,1.0,1.0,25.0,-9.69
Car A,143,9.5333,1,47.956,2,18.874,19.71,0.29,5.8762,0.1815,3.0014,1.0,0.0302,10.665,9.729
Car B,143,9.5333,1,38.226,1,25.864,14.803,0.072,5.2821,-0.0596,3.2322,1.0,1.0,25.0,-9.729
Car A,144,9.6,1,48.347,2,18.483,19.746,0.254,5.8978,0.3239,1.5743,1.0,0.035,0.77,9.754
Car B,144,9.6,1,38.593,1,25.775,15.146,0.098,5.2794,-0.0406,3.5542,1.0,1.0,25.0,-9.754
Car A,145,9.6667,1,48.739,2,18.091,19.792,0.208,5.9454,0.7142,0.3355,1.0,0.2168,0.875,9.793
Car B,145,9.6667,1,38.946,1,25.668,15.483,0.124,5.2779,-0.0228,3.8227,1.0,1.0,25.0,-9.793
Car A,146,9.7333,1,49.133,2,17.697,19.835,0.165,5.9425,-0.0443,1.1464,1.0,0.2765,5.412,9.809
Car B,146,9.7333,1,39.323,1,25.543,15.814,0.166,5.2778,-0.0021,4.0294,1.0,1.0,24.999,-9.809
Car A,147,9.8,1,49.528,2,17.302,19.865,0.135,5.9384,-0.061,1.9334,1.0,0.1515,6.911,9.85
Car B,147,9.8,1,39.678,1,25.399,16.138,0.175,5.2788,0.0152,4.1968,1.0,1.0,24.999,-9.85
Car A,148,9.8667,1,49.924,2,16.906,19.886,0.114,5.9763,0.5689,1.4215,1.0,0.1397,3.792,9.893
Car B,148,9.8667,1,40.031,1,25.237,16.453,0.204,5.2808,0.0306,4.3301,1.0,1.0,24.999,-9.893
Car A,149,9.9333,1,50.324,2,16.506,19.905,0.095,6.0203,0.6603,1.3358,1.0,0.1158,3.493,9.904
Car B,149,9.9333,1,40.42,1,25.057,16.759,0.228,5.2836,0.0424,4.4361,1.0,1.0,24.999,-9.904
Car A,150,10.0,1,50.726,2,16.104,19.919,0.081,6.0032,-0.2579,1.1302,1.0,0.0986,2.894,9.95
Car B,150,10.0,1,40.775,1,24.859,17.054,0.243,5.2872,0.0533,4.5211,1.0,1.0,24.999,-9.95
Car A,151,10.0667,1,51.128,2,15.703,19.93,0.07,6.0449,0.6266,0.9776,1.0,0.0869,2.467,9.999
Car B,151,10.0667,1,41.129,1,24.644,17.337,0.279,5.2913,0.0621,4.5926,1.0,1.0,24.999,-9.999
Car A,152,10.1333,1,51.529,2,15.301,19.939,0.061,6.0342,-0.1616,0.85,1.0,0.0685,2.175,10.0
Car B,152,10.1333,1,41.529,1,24.412,17.607,0.284,5.2959,0.0688,4.6488,1.0,1.0,24.999,-10.0
Car A,153,10.2,1,51.929,2,14.901,19.945,0.055,5.998,-0.5427,0.6543,1.0,0.0555,1.714,10.044
Car B,153,10.2,1,41.885,1,24.164,17.863,0.306,5.3009,0.0746,4.6943,1.0,1.0,24.999,-10.044
Car A,154,10.2667,1,52.331,2,14.499,19.951,0.049,6.0348,0.5529,0.3175,1.0,0.0717,1.36,10.039
Car B,154,10.2667,1,42.292,1,23.901,18.104,0.327,5.3062,0.0793,4.7299,1.0,1.0,24.999,-10.039
Car A,155,10.3333,1,52.733,2,14.097,19.954,0.046,6.0464,0.1738,0.7177,1.0,-0.0113,1.784,10.084
Car B,155,10.3333,1,42.649,1,23.624,18.33,0.335,5.3116,0.0816,4.7587,1.0,1.0,24.999,-10.084
Car A,156,10.4,1,53.136,2,13.694,19.957,0.043,6.0127,-0.5062,-0.1135,1.0,0.0699,-0.275,10.131
Car B,156,10.4,1,43.005,1,23.334,18.538,0.366,5.3172,0.0842,4.7852,1.0,1.0,24.999,-10.131
Car A,157,10.4667,1,53.537,2,13.294,19.96,0.04,6.0125,-0.0021,0.663,1.0,-0.0336,1.744,10.116
Car B,157,10.4667,1,43.421,1,23.031,18.729,0.366,5.3229,0.0849,4.8036,1.0,1.0,24.999,-10.116
Car A,158,10.5333,1,53.937,2,12.893,19.962,0.038,6.0066,-0.0892,-0.2895,1.0,0.0688,-0.835,10.158
Car B,158,10.5333,1,43.779,1,22.717,18.901,0.383,5.3287,0.0866,4.8197,1.0,1.0,24.999,-10.158
Car A,159,10.6,1,54.338,2,12.492,19.965,0.035,6.0059,-0.0097,0.5728,1.0,-0.032,1.715,10.138
Car B,159,10.6,1,44.2,1,22.393,19.055,0.396,5.3345,0.0865,4.8336,1.0,1.0,24.999,-10.138
Car A,160,10.6667,1,54.738,2,12.092,19.966,0.034,6.0002,-0.0857,-0.2979,1.0,0.0615,-0.796,10.179
Car B,160,10.6667,1,44.559,2,22.06,19.188,0.4,5.3402,0.0856,4.8428,1.0,1.0,24.999,-10.179
Car A,161,10.7333,1,55.138,2,11.692,19.967,0.033,5.9988,-0.0208,0.5573,1.0,-0.0559,1.534,10.154
Car B,161,10.7333,1,44.984,2,21.719,19.302,0.425,5.3459,0.0861,4.8519,1.0,1.0,24.999,-10.154
Car A,162,10.8,1,55.538,2,11.292,19.967,0.033,5.9979,-0.0145,-0.38,1.0,0.0573,-1.394,10.194
Car B,162,10.8,1,45.344,2,21.371,19.395,0.416,5.3516,0.0849,4.8576,1.0,1.0,24.999,-10.194
Car A,163,10.8667,1,55.938,2,10.893,19.969,0.031,5.9956,-0.0345,0.4315,1.0,-0.0332,1.427,10.234
Car B,163,10.8667,1,45.704,2,21.018,19.467,0.428,5.3573,0.0853,4.8626,0.9041,-0.9052,24.999,-10.234
Car A,164,10.9333,1,56.337,2,10.493,19.97,0.03,5.993,-0.0387,-0.3215,1.0,0.055,-0.825,10.206
Car B,164,10.9333,1,46.131,2,20.664,19.529,0.417,5.3784,0.3179,3.1078,1.0,0.9263,-22.558,-10.206
Car A,165,11.0,1,56.737,2,10.093,19.97,0.03,5.9934,0.0057,0.5067,1.0,-0.0654,1.371,10.247
Car B,165,11.0,1,46.489,2,20.309,19.583,0.391,5.3721,-0.0955,3.6559,1.0,-0.4158,23.087,-10.247
Car A,166,11.0667,1,57.136,2,9.694,19.97,0.03,5.9931,-0.0036,-0.4622,1.0,0.0568,-1.629,10.257
Car B,166,11.0667,1,46.88,2,19.95,19.625,0.375,5.4202,0.7213,1.8122,1.0,0.5192,-10.344,-10.257
Car A,167,11.1333,1,57.536,2,9.294,19.972,0.028,5.9911,-0.031,0.3892,1.0,-0.0282,1.416,10.297
Car B,167,11.1333,1,47.239,2,19.592,19.669,0.331,5.4247,0.0679,1.7126,0.9448,-0.0961,12.944,-10.297
Car A,168,11.2,1,57.935,2,8.895,19.972,0.028,5.9912,0.0023,-0.2764,1.0,0.046,-0.699,10.337
Car B,168,11.2,1,47.599,2,19.231,19.708,0.292,5.4331,0.1257,0.9127,0.9086,-0.1009,-2.378,-10.337
Car A,169,11.2667,1,58.335,2,8.495,19.971,0.029,5.9904,-0.012,0.4454,1.0,-0.0703,1.147,10.377
Car B,169,11.2667,1,47.958,2,18.872,19.757,0.243,5.4366,0.0532,-0.2928,0.8335,0.1338,-2.521,-10.377
Car A,170,11.3333,1,58.734,2,8.096,19.972,0.028,5.9886,-0.0272,-0.5167,1.0,0.0567,-1.754,10.419
Car B,170,11.3333,1,48.315,2,18.515,19.809,0.191,5.4081,-0.4275,0.3873,0.8149,0.2077,3.336,-10.419
Car A,171,11.4,1,59.133,2,7.697,19.974,0.026,5.9889,0.0043,0.3366,1.0,-0.021,1.413,10.462
Car B,171,11.4,1,48.672,2,18.158,19.848,0.152,5.3652,-0.6445,1.2349,0.9076,0.1796,5.188,-10.462
Car A,172,11.4667,1,59.533,2,7.297,19.974,0.026,5.995,0.0918,-0.2215,1.0,0.0405,-0.519,10.502
Car B,172,11.4667,1,49.03,2,17.8,19.877,0.123,5.3996,0.5172,1.4585,1.0,0.1214,4.489,-10.502
Car A,173,11.5333,1,59.932,2,6.898,19.972,0.028,5.9973,0.034,0.3994,1.0,-0.0814,1.01,10.538
Car B,173,11.5333,1,49.395,2,17.436,19.905,0.095,5.5289,1.9385,0.9715,1.0,0.1214,3.038,-10.538
Car A,174,11.6,1,60.332,2,6.498,19.973,0.027,5.9977,0.0057,-0.5457,1.0,0.0295,-2.03,10.565
Car B,174,11.6,1,49.768,2,17.062,19.929,0.071,5.6541,1.879,1.0435,1.0,0.102,3.034,-10.565
Car A,175,11.6667,1,60.732,2,6.098,19.976,0.024,5.9953,-0.0352,0.2743,1.0,-0.0684,0.732,10.583
Car B,175,11.6667,1,50.149,2,16.681,19.951,0.049,5.7809,1.9019,0.8948,1.0,0.0983,2.551,-10.583
Car A,176,11.7333,1,61.132,2,5.699,19.978,0.022,5.993,-0.034,-0.6019,1.0,0.0658,-1.706,10.593
Car B,176,11.7333,1,50.539,2,16.292,19.97,0.03,5.8733,1.3855,0.9529,1.0,0.0811,2.44,-10.593
Car A,177,11.8,1,61.531,2,5.299,19.982,0.018,5.9932,0.0016,0.3477,1.0,-0.0198,1.639,10.599
Car B,177,11.8,1,50.932,2,15.898,19.986,0.014,5.9174,0.6617,0.8745,1.0,0.0723,2.013,-10.599
Car A,178,11.8667,1,61.931,2,4.9,19.983,0.017,5.9987,0.0838,-0.2134,1.0,0.0494,-0.486,10.604
Car B,178,11.8667,1,51.327,2,15.503,20.0,0.0,5.9304,0.1947,0.7038,1.0,0.0693,1.787,-10.604
Car A,179,11.9333,1,62.331,2,4.5,19.984,0.016,5.9992,0.0064,0.4772,1.0,-0.0685,1.232,10.608
Car B,179,11.9333,1,51.723,2,15.108,20.011,-0.011,5.9347,0.0638,0.7055,1.0,0.0575,1.71,-10.608
Car A,180,12.0,1,62.731,2,4.1,19.985,0.015,6.0001,0.0142,-0.4781,1.0,0.0662,-1.706,10.612
Car B,180,12.0,1,52.119,2,14.711,20.021,-0.021,5.9557,0.3158,0.341,1.0,0.0673,1.414,-10.612
Car A,181,12.0667,1,63.13,2,3.7,19.988,0.012,5.9967,-0.0517,0.377,1.0,-0.0164,1.65,10.615
Car B,181,12.0667,1,52.516,2,14.315,20.028,-0.028,5.9412,-0.2172,0.6858,1.0,0.035,1.659,-10.615
Car A,182,12.1333,1,63.53,2,3.3,19.988,0.012,5.9983,0.025,-0.172,1.0,0.0481,-0.403,10.618
Car B,182,12.1333,1,52.913,2,13.917,20.035,-0.035,5.9702,0.4349,0.2518,1.0,0.0483,0.862,-10.618
Car A,183,12.2,1,63.93,2,2.9,19.987,0.013,6.0104,0.1805,0.4876,1.0,-0.0793,1.2,10.619
Car B,183,12.2,1,53.311,2,13.519,20.04,-0.04,5.99,0.2971,0.4615,1.0,0.0311,1.205,-10.619
Car A,184,12.2667,1,64.331,2,2.499,19.987,0.013,6.0094,-0.0145,-0.4649,1.0,0.0603,-1.976,10.621
Car B,184,12.2667,1,53.71,2,13.12,20.043,-0.043,5.9786,-0.1713,0.221,1.0,0.0344,0.766,-10.621
Car A,185,12.3333,1,64.731,2,2.099,19.989,0.011,6.0057,-0.0552,0.3327,1.0,-0.0201,1.501,10.623
Car B,185,12.3333,1,54.109,2,12.721,20.046,-0.046,5.9995,0.3132,0.3489,1.0,0.0227,0.857,-10.623
Car A,186,12.4,1,65.131,2,1.699,19.989,0.011,6.0004,-0.0799,-0.2059,1.0,0.0455,-0.497,10.623
Car B,186,12.4,1,54.508,2,12.322,20.049,-0.049,5.9881,-0.1714,0.1318,1.0,0.0264,0.559,-10.623
Car A,187,12.4667,1,65.531,2,1.299,19.988,0.012,6.0038,0.0515,0.4458,1.0,-0.0811,1.135,10.624
Car B,187,12.4667,1,54.907,2,11.923,20.05,-0.05,5.9881,0.0008,0.2932,1.0,0.0131,0.655,-10.624
Car A,188,12.5333,1,65.932,2,0.898,19.987,0.013,6.0037,-0.0013,-0.4808,1.0,0.059,-2.022,10.625
Car B,188,12.5333,1,55.307,2,11.523,20.051,-0.051,5.9867,-0.021,0.1638,1.0,0.0135,0.329,-10.625
Car A,189,12.6,1,66.332,2,0.498,19.99,0.01,6.0006,-0.047,0.324,1.0,-0.0248,1.47,10.626
Car B,189,12.6,1,55.706,2,11.124,20.052,-0.052,5.9942,0.1122,0.0682,1.0,0.0168,0.33,-10.626
Car A,190,12.6667,1,66.732,2,0.098,19.989,0.011,5.9988,-0.0268,-0.2469,1.0,0.0477,-0.617,10.626
Car B,190,12.6667,1,56.106,2,10.724,20.052,-0.052,5.9932,-0.015,0.0202,1.0,0.0154,0.4,-10.626
Car A,191,12.7333,1,67.132,2,-0.302,19.988,0.012,5.9987,-0.002,0.4567,1.0,-0.0882,1.19,10.626
Car B,191,12.7333,1,56.505,2,10.325,20.053,-0.053,5.9939,0.011,0.0744,1.0,0.0111,0.377,-10.626
Car A,192,12.8,1,67.532,2,-0.702,19.987,0.013,5.9988,0.0018,-0.4898,1.0,0.0584,-2.201,10.627
Car B,192,12.8,1,56.905,2,9.925,20.052,-0.052,6.0033,0.1405,0.0792,1.0,0.0066,0.272,-10.627
Car A,193,12.8667,1,67.931,2,-1.101,19.99,0.01,5.9974,-0.0218,0.3128,1.0,-0.0238,1.455,10.626
Car B,193,12.8667,1,57.306,2,9.525,20.051,-0.051,6.0081,0.0728,0.0497,1.0,0.004,0.164,-10.626
Car A,194,12.9333,1,68.331,2,-1.501,19.989,0.011,5.9947,-0.0397,-0.2419,1.0,0.0472,-0.589,10.625
Car B,194,12.9333,1,57.706,2,9.124,20.05,-0.05,6.0048,-0.0496,0.0437,1.0,0.0009,0.1,-10.625
Car A,195,13.0,1,68.731,2,-1.901,19.988,0.012,6.0006,0.0886,0.4542,1.0,-0.0916,1.178,10.624
Car B,195,13.0,1,58.107,2,8.724,20.049,-0.049,6.0052,0.005,0.0252,1.0,-0.0013,0.025,-10.624
Car A,196,13.0667,1,69.131,2,-2.301,19.987,0.013,6.0005,-0.0018,-0.4689,1.0,0.0533,-2.284,10.624
Car B,196,13.0667,1,58.507,2,8.323,20.049,-0.049,6.0005,-0.0694,0.0152,1.0,-0.002,-0.028,-10.624
Car A,197,13.1333,1,69.531,2,-2.701,19.989,0.011,5.9985,-0.03,0.3215,1.0,-0.0354,1.326,10.624
Car B,197,13.1333,1,58.907,2,7.923,20.048,-0.048,6.0007,0.0022,-0.0017,1.0,-0.0024,-0.047,-10.624
Car A,198,13.2,1,69.931,2,-3.101,19.989,0.011,5.9953,-0.048,-0.3449,1.0,0.055,-0.88,10.624
Car B,198,13.2,1,59.307,2,7.523,20.047,-0.047,6.0014,0.0106,-0.0181,1.0,-0.0024,-0.058,-10.624
Car A,199,13.2667,1,70.33,2,-3.5,19.988,0.012,5.9947,-0.0097,0.5081,1.0,-0.0945,1.371,10.623
Car B,199,13.2667,1,59.707,2,7.123,20.046,-0.046,6.0017,0.0052,-0.0271,1.0,-0.0023,-0.058,-10.623
Car A,200,13.3333,1,70.73,2,-3.9,19.987,0.013,5.9954,0.0114,-0.4331,1.0,0.0508,-2.357,10.623
Car B,200,13.3333,1,60.107,2,6.723,20.046,-0.046,6.0011,-0.0101,-0.0276,1.0,-0.0025,-0.056,-10.623
Car A,201,13.4,1,71.13,2,-4.299,19.989,0.011,5.9941,-0.0196,0.3276,1.0,-0.039,1.264,10.622
Car B,201,13.4,1,60.507,2,6.323,20.045,-0.045,6.0017,0.0092,-0.0215,1.0,-0.003,-0.062,-10.622
Car A,202,13.4667,1,71.529,2,-4.699,19.989,0.011,5.9934,-0.0112,-0.3701,1.0,0.0572,-0.971,10.622
Car B,202,13.4667,1,60.907,2,5.923,20.045,-0.045,6.0015,-0.0025,-0.0076,1.0,-0.0039,-0.072,-10.622
Car A,203,13.5333,1,71.929,2,-5.099,19.989,0.011,5.9925,-0.0125,0.5242,1.0,-0.094,1.426,10.621
Car B,203,13.5333,1,61.308,2,5.523,20.044,-0.044,6.0016,0.001,-0.011,1.0,-0.0044,-0.093,-10.621
Car A,204,13.6,1,72.328,2,-5.498,19.987,0.013,5.9924,-0.0027,-0.4256,1.0,0.0512,-2.344,10.62
Car B,204,13.6,1,61.708,2,5.122,20.044,-0.044,6.0023,0.0102,-0.0192,1.0,-0.0042,-0.105,-10.62
Car A,205,13.6667,1,72.728,2,-5.897,19.989,0.011,5.9917,-0.0097,0.3517,1.0,-0.0429,1.273,10.62
Car B,205,13.6667,1,62.108,2,4.722,20.043,-0.043,6.003,0.0113,-0.0222,1.0,-0.0037,-0.102,-10.62
Car A,206,13.7333,1,73.127,2,-6.297,19.989,0.011,5.9911,-0.0092,-0.4139,1.0,0.0621,-1.069,10.619
Car B,206,13.7333,1,62.508,2,4.322,20.043,-0.043,6.0034,0.0064,-0.0053,1.0,-0.0037,-0.089,-10.619
Car A,207,13.8,1,73.527,2,-6.696,19.989,0.011,5.9928,0.0252,0.5005,1.0,-0.0803,1.548,10.618
Car B,207,13.8,1,62.908,2,3.922,20.043,-0.043,6.0025,-0.0144,-0.0255,1.0,-0.0024,-0.089,-10.618
Car A,208,13.8667,1,73.926,2,-7.096,19.988,0.012,5.9911,-0.0253,-0.3995,1.0,0.0504,-2.003,10.617
Car B,208,13.8667,1,63.309,2,3.521,20.043,-0.043,6.0007,-0.0269,-0.0129,1.0,-0.002,-0.06,-10.617
Car A,209,13.9333,1,74.325,2,-7.495,19.99,0.01,5.9906,-0.007,0.3507,1.0,-0.0452,1.255,10.617
Car B,209,13.9333,1,63.709,2,3.121,20.043,-0.043,6.0015,0.0116,-0.01,1.0,-0.0016,-0.05,-10.617
Car A,210,14.0,1,74.725,2,-7.894,19.989,0.011,5.989,-0.0238,-0.4079,1.0,0.0599,-1.126,10.616
Car B,210,14.0,1,64.109,2,2.721,20.043,-0.043,6.0006,-0.0123,-0.0098,1.0,-0.0011,-0.039,-10.616
Car A,211,14.0667,1,75.124,2,-8.294,19.99,0.01,5.9893,0.0034,0.4764,1.0,-0.0756,1.493,10.615
Car B,211,14.0667,1,64.509,2,2.321,20.043,-0.043,6.0005,-0.0018,0.0377,1.0,-0.0024,-0.026,-10.615
Car A,212,14.1333,1,75.523,2,-8.693,19.988,0.012,5.9885,-0.012,-0.4147,1.0,0.0535,-1.884,10.614
Car B,212,14.1333,1,64.909,2,1.921,20.043,-0.043,6.0002,-0.0045,0.0105,1.0,-0.0017,-0.058,-10.614
